id,timestamp,Sales,Open,Promo,SchoolHoliday,StateHoliday,Customers
1,2013-01-13,32952.0,0.85714287,0.71428573,5.0,0.0,3918.0
1,2013-01-20,25978.0,0.85714287,0.0,0.0,0.0,3417.0
1,2013-01-27,33071.0,0.85714287,0.71428573,0.0,0.0,3862.0
1,2013-02-03,28693.0,0.85714287,0.0,0.0,0.0,3561.0
1,2013-02-10,35771.0,0.85714287,0.71428573,0.0,0.0,4094.0
1,2013-02-17,27880.0,0.85714287,0.0,0.0,0.0,3637.0
1,2013-02-24,32951.0,0.85714287,0.71428573,0.0,0.0,3880.0
1,2013-03-03,27027.0,0.85714287,0.0,0.0,0.0,3481.0
1,2013-03-10,37016.0,0.85714287,0.71428573,0.0,0.0,4363.0
1,2013-03-17,28179.0,0.85714287,0.0,0.0,0.0,3748.0
1,2013-03-24,35521.0,0.85714287,0.71428573,0.0,0.0,4223.0
1,2013-03-31,34492.0,0.71428573,0.71428573,5.0,1.0,3978.0
1,2013-04-07,23867.0,0.71428573,0.0,5.0,1.0,3017.0
1,2013-04-14,30865.0,0.85714287,0.71428573,0.0,0.0,3627.0
1,2013-04-21,22552.0,0.85714287,0.0,0.0,0.0,2983.0
1,2013-04-28,28979.0,0.85714287,0.71428573,0.0,0.0,3449.0
1,2013-05-05,30171.0,0.71428573,0.71428573,0.0,1.0,3454.0
1,2013-05-12,24895.0,0.71428573,0.0,0.0,1.0,3017.0
1,2013-05-19,29696.0,0.85714287,0.71428573,0.0,0.0,3486.0
1,2013-05-26,21018.0,0.71428573,0.0,0.0,1.0,2717.0
1,2013-06-02,29884.0,0.71428573,0.71428573,0.0,1.0,3259.0
1,2013-06-09,29112.0,0.85714287,0.71428573,0.0,0.0,3359.0
1,2013-06-16,24215.0,0.85714287,0.0,0.0,0.0,3064.0
1,2013-06-23,28675.0,0.85714287,0.71428573,0.0,0.0,3249.0
1,2013-06-30,25716.0,0.85714287,0.0,0.0,0.0,3233.0
1,2013-07-07,32134.0,0.85714287,0.71428573,2.0,0.0,3597.0
1,2013-07-14,24687.0,0.85714287,0.0,7.0,0.0,3012.0
1,2013-07-21,30566.0,0.85714287,0.71428573,7.0,0.0,3355.0
1,2013-07-28,23010.0,0.85714287,0.0,7.0,0.0,2866.0
1,2013-08-04,31584.0,0.85714287,0.71428573,7.0,0.0,3554.0
1,2013-08-11,22516.0,0.85714287,0.0,7.0,0.0,2852.0
1,2013-08-18,28554.0,0.85714287,0.71428573,5.0,0.0,3315.0
1,2013-08-25,22490.0,0.85714287,0.0,0.0,0.0,2973.0
1,2013-09-01,30811.0,0.85714287,0.71428573,0.0,0.0,3420.0
1,2013-09-08,23848.0,0.85714287,0.0,0.0,0.0,2933.0
1,2013-09-15,31328.0,0.85714287,0.71428573,0.0,0.0,3544.0
1,2013-09-22,23022.0,0.85714287,0.0,0.0,0.0,3062.0
1,2013-09-29,26581.0,0.85714287,0.71428573,0.0,0.0,3157.0
1,2013-10-06,23066.0,0.71428573,0.0,0.0,1.0,2814.0
1,2013-10-13,32549.0,0.85714287,0.71428573,0.0,0.0,3688.0
1,2013-10-20,20967.0,0.85714287,0.0,7.0,0.0,2802.0
1,2013-10-27,26699.0,0.85714287,0.71428573,5.0,0.0,3189.0
1,2013-11-03,26152.0,0.85714287,0.0,0.0,0.0,3343.0
1,2013-11-10,31713.0,0.85714287,0.71428573,0.0,0.0,3599.0
1,2013-11-17,24223.0,0.85714287,0.0,0.0,0.0,3112.0
1,2013-11-24,30984.0,0.85714287,0.71428573,0.0,0.0,3590.0
1,2013-12-01,29972.0,0.85714287,0.0,0.0,0.0,3609.0
1,2013-12-08,36526.0,0.85714287,0.71428573,0.0,0.0,4120.0
1,2013-12-15,27887.0,0.85714287,0.0,0.0,0.0,3595.0
1,2013-12-22,46699.0,0.85714287,0.71428573,0.0,0.0,5065.0
1,2013-12-29,24501.0,0.5714286,0.0,7.0,2.0,2968.0
1,2014-01-05,23887.0,0.71428573,0.0,7.0,1.0,2924.0
1,2014-01-12,30000.0,0.85714287,0.71428573,5.0,0.0,3512.0
1,2014-01-19,23954.0,0.85714287,0.0,0.0,0.0,3081.0
1,2014-01-26,30102.0,0.85714287,0.71428573,0.0,0.0,3426.0
1,2014-02-02,25718.0,0.85714287,0.0,0.0,0.0,3260.0
1,2014-02-09,31555.0,0.85714287,0.71428573,0.0,0.0,3634.0
1,2014-02-16,24257.0,0.85714287,0.0,0.0,0.0,3254.0
1,2014-02-23,29040.0,0.85714287,0.71428573,0.0,0.0,3441.0
1,2014-03-02,25597.0,0.85714287,0.0,0.0,0.0,3219.0
1,2014-03-09,30836.0,0.85714287,0.71428573,0.0,0.0,3507.0
1,2014-03-16,23115.0,0.85714287,0.0,0.0,0.0,3026.0
1,2014-03-23,28573.0,0.85714287,0.71428573,0.0,0.0,3414.0
1,2014-03-30,22628.0,0.85714287,0.0,0.0,0.0,2933.0
1,2014-04-06,30142.0,0.85714287,0.71428573,0.0,0.0,3411.0
1,2014-04-13,23776.0,0.85714287,0.0,0.0,0.0,3099.0
1,2014-04-20,31411.0,0.71428573,0.71428573,7.0,1.0,3372.0
1,2014-04-27,18690.0,0.71428573,0.0,5.0,1.0,2461.0
1,2014-05-04,29569.0,0.71428573,0.71428573,0.0,1.0,3224.0
1,2014-05-11,31910.0,0.85714287,0.71428573,0.0,0.0,3750.0
1,2014-05-18,22439.0,0.85714287,0.0,0.0,0.0,2960.0
1,2014-05-25,28187.0,0.85714287,0.71428573,0.0,0.0,3190.0
1,2014-06-01,22891.0,0.71428573,0.0,0.0,1.0,2774.0
1,2014-06-08,32072.0,0.85714287,0.71428573,0.0,0.0,3487.0
1,2014-06-15,21174.0,0.71428573,0.0,0.0,1.0,2644.0
1,2014-06-22,26158.0,0.71428573,0.71428573,0.0,1.0,2895.0
1,2014-06-29,22763.0,0.85714287,0.0,0.0,0.0,2775.0
1,2014-07-06,29994.0,0.85714287,0.71428573,0.0,0.0,3287.0
1,2014-07-13,24021.0,0.85714287,0.0,0.0,0.0,2966.0
1,2014-07-20,29183.0,0.85714287,0.71428573,0.0,0.0,3144.0
1,2014-07-27,23927.0,0.85714287,0.0,0.0,0.0,2942.0
1,2014-08-03,30986.0,0.85714287,0.71428573,6.0,0.0,3464.0
1,2014-08-10,29204.0,0.85714287,0.71428573,7.0,0.0,3274.0
1,2014-08-17,23217.0,0.85714287,0.0,7.0,0.0,2926.0
1,2014-08-24,26973.0,0.85714287,0.71428573,7.0,0.0,3007.0
1,2014-08-31,21841.0,0.85714287,0.0,7.0,0.0,2754.0
1,2014-09-07,28461.0,0.85714287,0.71428573,5.0,0.0,3239.0
1,2014-09-14,21896.0,0.85714287,0.0,0.0,0.0,2863.0
1,2014-09-21,25154.0,0.85714287,0.71428573,0.0,0.0,2978.0
1,2014-09-28,20688.0,0.85714287,0.0,0.0,0.0,2652.0
1,2014-10-05,25666.0,0.71428573,0.71428573,0.0,1.0,2892.0
1,2014-10-12,29578.0,0.85714287,0.71428573,0.0,0.0,3305.0
1,2014-10-19,22808.0,0.85714287,0.0,0.0,0.0,2852.0
1,2014-10-26,27456.0,0.85714287,0.71428573,7.0,0.0,3183.0
1,2014-11-02,26120.0,0.85714287,0.0,5.0,0.0,3098.0
1,2014-11-09,30673.0,0.85714287,0.71428573,0.0,0.0,3405.0
1,2014-11-16,28800.0,0.85714287,0.71428573,0.0,0.0,3354.0
1,2014-11-23,26772.0,0.85714287,0.0,0.0,0.0,3397.0
1,2014-11-30,38075.0,0.85714287,0.71428573,0.0,0.0,4043.0
1,2014-12-07,39709.0,0.85714287,0.71428573,0.0,0.0,4274.0
1,2014-12-14,31736.0,0.85714287,0.0,0.0,0.0,3842.0
1,2014-12-21,47041.0,0.85714287,0.71428573,0.0,0.0,5172.0
1,2014-12-28,27006.0,0.5714286,0.0,7.0,2.0,3142.0
1,2015-01-04,26066.0,0.71428573,0.0,7.0,1.0,3032.0
1,2015-01-11,27922.0,0.85714287,0.71428573,5.0,0.0,3427.0
1,2015-01-18,28522.0,0.85714287,0.71428573,0.0,0.0,3362.0
1,2015-01-25,22618.0,0.85714287,0.0,0.0,0.0,2984.0
1,2015-02-01,30008.0,0.85714287,0.71428573,0.0,0.0,3462.0
1,2015-02-08,29690.0,0.85714287,0.71428573,0.0,0.0,3563.0
1,2015-02-15,24477.0,0.85714287,0.0,0.0,0.0,3152.0
1,2015-02-22,26902.0,0.85714287,0.71428573,0.0,0.0,3101.0
1,2015-03-01,25566.0,0.85714287,0.0,0.0,0.0,3137.0
1,2015-03-08,31369.0,0.85714287,0.71428573,0.0,0.0,3525.0
1,2015-03-15,23767.0,0.85714287,0.0,0.0,0.0,2994.0
1,2015-03-22,27073.0,0.85714287,0.71428573,0.0,0.0,3177.0
1,2015-03-29,23788.0,0.85714287,0.0,0.0,0.0,3030.0
1,2015-04-05,33019.0,0.71428573,0.71428573,7.0,1.0,3511.0
1,2015-04-12,19546.0,0.71428573,0.0,5.0,1.0,2438.0
1,2015-04-19,27563.0,0.85714287,0.71428573,0.0,0.0,3145.0
1,2015-04-26,20670.0,0.85714287,0.0,0.0,0.0,2707.0
10,2013-01-13,34271.0,0.85714287,0.71428573,0.0,0.0,3607.0
10,2013-01-20,27658.0,0.85714287,0.0,0.0,0.0,3218.0
10,2013-01-27,31540.0,0.85714287,0.71428573,0.0,0.0,3471.0
10,2013-02-03,26543.0,0.85714287,0.0,2.0,0.0,3127.0
10,2013-02-10,34549.0,0.85714287,0.71428573,0.0,0.0,3710.0
10,2013-02-17,26728.0,0.85714287,0.0,0.0,0.0,3262.0
10,2013-02-24,34532.0,0.85714287,0.71428573,0.0,0.0,3728.0
10,2013-03-03,27715.0,0.85714287,0.0,0.0,0.0,3313.0
10,2013-03-10,34421.0,0.85714287,0.71428573,0.0,0.0,3644.0
10,2013-03-17,28751.0,0.85714287,0.0,0.0,0.0,3422.0
10,2013-03-24,30343.0,0.85714287,0.71428573,7.0,0.0,3267.0
10,2013-03-31,30699.0,0.71428573,0.71428573,5.0,1.0,3340.0
10,2013-04-07,24076.0,0.71428573,0.0,2.0,1.0,2863.0
10,2013-04-14,33516.0,0.85714287,0.71428573,0.0,0.0,3690.0
10,2013-04-21,26595.0,0.85714287,0.0,0.0,0.0,3321.0
10,2013-04-28,32101.0,0.85714287,0.71428573,0.0,0.0,3513.0
10,2013-05-05,33222.0,0.71428573,0.71428573,0.0,1.0,3494.0
10,2013-05-12,26749.0,0.71428573,0.0,1.0,1.0,3063.0
10,2013-05-19,34485.0,0.85714287,0.71428573,0.0,0.0,3619.0
10,2013-05-26,23332.0,0.71428573,0.0,1.0,1.0,2753.0
